iso_o,iso_d,year,FLOW_USSR,FLOWU,FLOWP,fx_GBR,fx_USSR
CHN,USSR,1977,143110000,195217424,111912680,.57327199,.73308003
CHN,USSR,1978,192390000,281830048,146975664,.52150458,.68264544
CHN,USSR,1979,173030000,264203536,124751936,.47218117,.65491176
CHN,USSR,1980,161700000,248080656,106747864,.43029499,.65180415
CHN,USSR,1981,103620000,143875488,71598392,.49764132,.72020608
CHN,USSR,1982,113740000,156925392,89831440,.57244682,.72480303
CHN,USSR,1983,255860000,344178208,227062832,.65972459,.74339396
CHN,USSR,1984,560890000,688887360,517910112,.75180668,.81419694
CHN,USSR,1985,917950000.0000001,1099010176,856399232,.77924597,.83525163
CHN,USSR,1986,1002870000,1428598784,974586304,.68219733,.70199555
CHN,USSR,1987,825660000.0000001,1305212288,798693952,.6119265,.63258678
CHN,USSR,1988,929390000.0000001,1529036928,859578944,.56217015,.60782707
CIV,USSR,1964,880000.0000000001,977777.81,349206.5,.35714298,.89999998
CIV,USSR,1968,660000,733333.38,305555.81,.41666698,.89999998
CIV,USSR,1969,5720000,6355555.5,2648150.3,.41666698,.89999998
CIV,USSR,1970,1650000,1833333.4,763889.5,.41666698,.89999998
CIV,USSR,1971,12320000,13772465,5659384.5,.41092023,.89453846
CIV,USSR,1972,3960000.000000001,4809230,1925569.9,.40039048,.82341665
CIV,USSR,1973,6820000.000000001,9196001,3753540.3,.40817094,.74162668
CIV,USSR,1974,21560000,28508014,12194486,.42775643,.75627857
CIV,USSR,1975,21450000,29712570,13431305,.45204118,.72191668
CIV,USSR,1976,16170000,21445624,11934701,.55650985,.75400001
CIV,USSR,1977,27830000,37963112,21763188,.57327199,.73308003
CIV,USSR,1978,65450000.00000001,95877008,50000300,.52150458,.68264544
CIV,USSR,1979,77110000,117741056,55595108,.47218117,.65491176
CIV,USSR,1980,84480000,129609488,55770312,.43029499,.65180415
CIV,USSR,1981,112200000,155788736,77526912,.49764132,.72020608
CIV,USSR,1982,76890000,106083992,60727444,.57244682,.72480303
CIV,USSR,1983,54780000.00000001,73689056,48614484,.65972459,.74339396
CIV,USSR,1984,157520000,193466704,145449552,.75180668,.81419694
CIV,USSR,1985,138160000,165411232,128896040,.77924597,.83525163
CIV,USSR,1986,135300000,192736272,131484168,.68219733,.70199555
CIV,USSR,1987,121110000,191452000,117154552,.6119265,.63258678
CIV,USSR,1988,83820000,137901072,77523864,.56217015,.60782707
CMR,USSR,1957,110000,122222.23,43650.813,.35714298,.89999998
CMR,USSR,1958,6490000.000000001,7211111.5,2575398,.35714298,.89999998
CMR,USSR,1959,8360000.000000001,9288889,3317461.5,.35714298,.89999998
CMR,USSR,1960,220000,244444.45,87301.625,.35714298,.89999998
CMR,USSR,1964,0,0,0,.35714298,.89999998
CMR,USSR,1965,0,0,0,.35714298,.89999998
CMR,USSR,1966,440000.0000000001,488888.91,174603.25,.35714298,.89999998
CMR,USSR,1967,1430000,1588888.9,575342,.36210334,.89999998
CMR,USSR,1968,5720000,6355555.5,2648150.3,.41666698,.89999998
CMR,USSR,1969,11880000,13200000,5500004,.41666698,.89999998
CMR,USSR,1970,7590000.000000001,8433334,3513891.8,.41666698,.89999998
CMR,USSR,1971,4070000.000000001,4549832.5,1869618.3,.41092023,.89453846
CMR,USSR,1972,3520000.000000001,4274871,1711617.6,.40039048,.82341665
CMR,USSR,1973,3850000.000000001,5191291,2118934,.40817094,.74162668
CMR,USSR,1974,12430000,16435743,7030494.5,.42775643,.75627857
CMR,USSR,1975,38170000,52873136,23900834,.45204118,.72191668
CMR,USSR,1976,36740000,48726788,27116938,.55650985,.75400001
CMR,USSR,1977,31350000,42764772,24515846,.57327199,.73308003
CMR,USSR,1978,19250000,28199118,14705969,.52150458,.68264544
CMR,USSR,1979,14630000,22338888,10548002,.47218117,.65491176
CMR,USSR,1980,5720000,8775642,3776114.8,.43029499,.65180415
CMR,USSR,1981,21010000,29172206,14517295,.49764132,.72020608
CMR,USSR,1982,11770000,16238895,9295904,.57244682,.72480303
CMR,USSR,1983,15730000,21159710,13959581,.65972459,.74339396
CMR,USSR,1984,16390000,20130264,15134067,.75180668,.81419694
CMR,USSR,1985,34540000,41352808,32224010,.77924597,.83525163
CMR,USSR,1986,26290000,37450380,25548550,.68219733,.70199555
CMR,USSR,1987,15510000,24518376,15003444,.6119265,.63258678
CMR,USSR,1988,5390000,8867654,4985130.5,.56217015,.60782707
COG,USSR,1966,440000.0000000001,488888.91,174603.25,.35714298,.89999998
COG,USSR,1967,550000,611111.13,221285.38,.36210334,.89999998
COG,USSR,1968,880000.0000000001,977777.81,407407.72,.41666698,.89999998
COG,USSR,1969,770000.0000000001,855555.56,356481.75,.41666698,.89999998
COG,USSR,1970,770000.0000000001,855555.56,356481.75,.41666698,.89999998
COG,USSR,1971,660000,737810.63,303181.31,.41092023,.89453846
COG,USSR,1972,1100000,1335897.3,534880.56,.40039048,.82341665
COG,USSR,1973,2860000,3856387.8,1574065.4,.40817094,.74162668
COG,USSR,1974,2200000,2908981,1244335.4,.42775643,.75627857
COG,USSR,1975,2640000,3656931.8,1653083.8,.45204118,.72191668
COG,USSR,1976,2200000,2917771.8,1623768.8,.55650985,.75400001
COG,USSR,1977,3190000.000000001,4351503,2494594.8,.57327199,.73308003
COG,USSR,1978,3190000.000000001,4672997,2436989.3,.52150458,.68264544
COG,USSR,1979,3190000.000000001,4870885,2299940.3,.47218117,.65491176
COG,USSR,1980,5060000,7763068,3340409.3,.43029499,.65180415
COG,USSR,1981,6050000.000000001,8400373,4180372.8,.49764132,.72020608
COG,USSR,1982,4400000,6070615,3475104.3,.57244682,.72480303
COG,USSR,1983,2860000,3847219.8,2538105.5,.65972459,.74339396
COG,USSR,1984,1760000,2161639.3,1625134.9,.75180668,.81419694
COG,USSR,1985,4510000,5399570.5,4207593.5,.77924597,.83525163
COG,USSR,1986,5940000.000000001,8461592,5772475.5,.68219733,.70199555
COG,USSR,1987,5720000,9042238,5533185,.6119265,.63258678
COG,USSR,1988,6930000.000000001,11401269,6409453,.56217015,.60782707
COL,USSR,1965,440000.0000000001,488888.91,174603.25,.35714298,.89999998
COL,USSR,1966,2310000,2566666.8,916667,.35714298,.89999998
COL,USSR,1967,770000.0000000001,855555.56,309799.53,.36210334,.89999998
COL,USSR,1968,3410000.000000001,3788889,1578705,.41666698,.89999998
COL,USSR,1969,4180000.000000001,4644444.5,1935186.6,.41666698,.89999998
COL,USSR,1970,10340000,11488889,4787040.5,.41666698,.89999998
COL,USSR,1971,4730000,5287643,2172799.5,.41092023,.89453846
COL,USSR,1972,1320000,1603076.6,641856.63,.40039048,.82341665
COL,USSR,1973,10230000,13794002,5630310.5,.40817094,.74162668
COL,USSR,1974,4730000,6254309,2675321,.42775643,.75627857
COL,USSR,1975,7810000.000000001,10818423,4890372.5,.45204118,.72191668
COL,USSR,1976,3630000.000000001,4814323.5,2679218.5,.55650985,.75400001
COL,USSR,1977,8140000.000000001,11103835,6365517.5,.57327199,.73308003
COL,USSR,1978,110000,161137.83,84034.117,.52150458,.68264544
COL,USSR,1979,3300000.000000001,5038847,2379248.8,.47218117,.65491176
COL,USSR,1980,13200000,20251482,8714111,.43029499,.65180415
COL,USSR,1981,13310000,18480822,9196821,.49764132,.72020608
COL,USSR,1982,14740000,20336560,11641599,.57244682,.72480303
COL,USSR,1983,14630000,19680010,12983387,.65972459,.74339396
COL,USSR,1984,15950000,19589854,14727783,.75180668,.81419694
COL,USSR,1985,23320000,27919730,21756338,.77924597,.83525163
COL,USSR,1986,0,0,0,.68219733,.70199555
COL,USSR,1987,3080000.000000001,4868897,2979407,.6119265,.63258678
COL,USSR,1988,6380000.000000001,10496407,5900766.5,.56217015,.60782707
CRI,USSR,1969,5170000,5744444.5,2393520.3,.41666698,.89999998
CRI,USSR,1970,6820000.000000001,7577778,3157410,.41666698,.89999998
CRI,USSR,1971,2420000,2705305.8,1111664.9,.41092023,.89453846
CRI,USSR,1972,3080000.000000001,3740512.3,1497665.5,.40039048,.82341665
CRI,USSR,1973,5610000,7564453,3087590,.40817094,.74162668
CRI,USSR,1974,1760000,2327184.8,995468.25,.42775643,.75627857
CRI,USSR,1976,2420000,3209549,1786145.6,.55650985,.75400001
CRI,USSR,1977,3960000.000000001,5401866,3096738.5,.57327199,.73308003
CRI,USSR,1978,6160000.000000001,9023718,4705910.5,.52150458,.68264544
CRI,USSR,1979,9240000,14108771,6661896,.47218117,.65491176
CRI,USSR,1980,3300000.000000001,5062870.5,2178527.8,.43029499,.65180415
CUB,USSR,1953,880000.0000000001,977777.81,349206.5,.35714298,.89999998
CUB,USSR,1954,660000,733333.38,261904.88,.35714298,.89999998
CUB,USSR,1955,35417250,39352500,14054469,.35714298,.89999998
CUB,USSR,1956,14478750,16087500,5745538,.35714298,.89999998
CUB,USSR,1957,46629000.00000001,51810000,18503578,.35714298,.89999998
CUB,USSR,1958,15290000,16988890,6067463,.35714298,.89999998
CUB,USSR,1959,7350750.000000001,8167500,2916965.3,.35714298,.89999998
CUB,USSR,1960,102740000,114155560,40769856,.35714298,.89999998
CUB,USSR,1961,308770000,343077792,122527824,.35714298,.89999998
CUB,USSR,1962,231660000,257400000,91928608,.35714298,.89999998
CUB,USSR,1963,162800000,180888896,64603200,.35714298,.89999998
CUB,USSR,1964,285120000,316800000,113142896,.35714298,.89999998
CUB,USSR,1965,338800000,376444448,134444496,.35714298,.89999998
CUB,USSR,1966,283030000,314477792,112313536,.35714298,.89999998
CUB,USSR,1967,369050000,410055552,148482480,.36210334,.89999998
CUB,USSR,1968,275000000,305555552,127314912,.41666698,.89999998
CUB,USSR,1969,229350000,254833344,106180640,.41666698,.89999998
CUB,USSR,1970,511500000.0000001,568333376,236805760,.41666698,.89999998
CUB,USSR,1971,317790000,355255840,145981808,.41092023,.89453846
CUB,USSR,1972,226050000,274526880,109917952,.40039048,.82341665
CUB,USSR,1973,473550000.0000001,638528832,260628912,.40817094,.74162668
CUB,USSR,1974,787820000.0000001,1041706112,445596480,.42775643,.75627857
CUB,USSR,1975,1592470000,2205891584,997153856,.45204118,.72191668
CUB,USSR,1976,1672880000,2218673664,1234713728,.55650985,.75400001
CUB,USSR,1977,1998920000,2726741760,1563164672,.57327199,.73308003
CUB,USSR,1978,2444530000,3580965888,1867490176,.52150458,.68264544
CUB,USSR,1979,2349600000,3587659008,1694025088,.47218117,.65491176
CUB,USSR,1980,2175360000,3337444352,1436085632,.43029499,.65180415
CUB,USSR,1981,2257750000,3134866688,1560039168,.49764132,.72020608
CUB,USSR,1982,2980010000.000001,4111475712,2353601280,.57244682,.72480303
CUB,USSR,1983,2962630000.000001,3985275904,2629184512,.65972459,.74339396
CUB,USSR,1984,3810290000.000001,4679813632,3518315008,.75180668,.81419694
CUB,USSR,1985,4554110000.000001,5452380672,4248745728,.77924597,.83525163
CUB,USSR,1986,4180220000.000001,5954766848,4062326016,.68219733,.70199555
CUB,USSR,1987,4210030000.000001,6655260672,4072530432,.6119265,.63258678
CUB,USSR,1988,4220480000.000001,6943554048,3903458816,.56217015,.60782707
CYP,USSR,1956,110000,122222.23,43650.813,.35714298,.89999998
CYP,USSR,1957,660000,733333.38,261904.88,.35714298,.89999998
CYP,USSR,1958,220000,244444.45,87301.625,.35714298,.89999998
CYP,USSR,1959,0,0,0,.35714298,.89999998
CYP,USSR,1960,550000,611111.13,218254.05,.35714298,.89999998
CYP,USSR,1961,1540000,1711111.1,611111.31,.35714298,.89999998
CYP,USSR,1962,1540000,1711111.1,611111.31,.35714298,.89999998
CYP,USSR,1963,1320000,1466666.8,523809.75,.35714298,.89999998
CYP,USSR,1964,330000,366666.69,130952.44,.35714298,.89999998
CYP,USSR,1965,3410000.000000001,3788889,1353175.1,.35714298,.89999998
CYP,USSR,1966,4290000,4766667,1702381.6,.35714298,.89999998
CYP,USSR,1967,4400000,4888889,1770283,.36210334,.89999998
CYP,USSR,1968,4290000,4766667,1986112.8,.41666698,.89999998
CYP,USSR,1969,5720000,6355555.5,2648150.3,.41666698,.89999998
CYP,USSR,1970,5720000,6355555.5,2648150.3,.41666698,.89999998
CYP,USSR,1971,5390000,6025453.5,2475980.8,.41092023,.89453846
CYP,USSR,1972,7370000.000000001,8950511,3583699.3,.40039048,.82341665
CYP,USSR,1973,5610000,7564453,3087590,.40817094,.74162668
CYP,USSR,1974,9900000,13090414,5599508.5,.42775643,.75627857
CYP,USSR,1975,4510000,6247258.5,2824018,.45204118,.72191668
CYP,USSR,1976,11440000,15172414,8443598,.55650985,.75400001
CYP,USSR,1977,8030000.000000001,10953784,6279497.5,.57327199,.73308003
CYP,USSR,1978,6930000.000000001,10151683,5294149,.52150458,.68264544
CYP,USSR,1979,7150000.000000001,10917501,5155038.5,.47218117,.65491176
CYP,USSR,1980,15510000,23795492,10239081,.43029499,.65180415
CYP,USSR,1981,18370000,25506588,12693132,.49764132,.72020608
CYP,USSR,1982,21560000,29746012,17028010,.57244682,.72480303
CYP,USSR,1983,16720000,22491440,14838156,.65972459,.74339396
CYP,USSR,1984,16060000,19724958,14829355,.75180668,.81419694
CYP,USSR,1985,12870000,15408530,12007035,.77924597,.83525163
CYP,USSR,1986,12650000,18020058,12293235,.68219733,.70199555
CYP,USSR,1987,13200000,20866702,12768888,.6119265,.63258678
CYP,USSR,1988,9900000,16287527,9156361,.56217015,.60782707
CZSK,USSR,1950,199540000,210318832,75113896,.35714298,.94875002
CZSK,USSR,1951,250580000,278422240,99436552,.35714298,.89999998
CZSK,USSR,1952,296340000,329266688,117595288,.35714298,.89999998
CZSK,USSR,1953,309210000,343566688,122702432,.35714298,.89999998
CZSK,USSR,1954,314930000,349922240,124972272,.35714298,.89999998
CZSK,USSR,1955,382635000.0000001,425150016,151839344,.35714298,.89999998
CZSK,USSR,1956,392485500.0000001,436095008,155748272,.35714298,.89999998
CZSK,USSR,1957,381719250.0000001,424132512,151475952,.35714298,.89999998
CZSK,USSR,1958,506979000.0000001,563310016,201182224,.35714298,.89999998
CZSK,USSR,1959,576081000.0000001,640090048,228603664,.35714298,.89999998
CZSK,USSR,1960,645920000,717688896,256317552,.35714298,.89999998
CZSK,USSR,1961,690690000,767433344,274083424,.35714298,.89999998
CZSK,USSR,1962,816530000.0000001,907255552,324019968,.35714298,.89999998
CZSK,USSR,1963,941050000.0000001,1045611136,373432672,.35714298,.89999998
CZSK,USSR,1964,959200000.0000001,1065777792,380635072,.35714298,.89999998
CZSK,USSR,1965,1025090000,1138988928,406781920,.35714298,.89999998
CZSK,USSR,1966,910250000.0000001,1011388928,361210464,.35714298,.89999998
CZSK,USSR,1967,972400000.0000001,1080444416,391232544,.36210334,.89999998
CZSK,USSR,1968,980100000.0000001,1089000064,453750368,.41666698,.89999998
CZSK,USSR,1969,1103520000,1226133376,510889312,.41666698,.89999998
CZSK,USSR,1970,1221550000,1357277824,565532864,.41666698,.89999998
CZSK,USSR,1971,1324620000,1480785920,608484864,.41092023,.89453846
CZSK,USSR,1972,1509420000,1833118080,733963008,.40039048,.82341665
CZSK,USSR,1973,1546160000,2084822528,850963968,.40817094,.74162668
CZSK,USSR,1974,1670240000,2208498432,944699392,.42775643,.75627857
CZSK,USSR,1975,2080870000,2882424064,1302974336,.45204118,.72191668
CZSK,USSR,1976,2445080000,3242811648,1804656640,.55650985,.75400001
CZSK,USSR,1977,2680590000,3656613120,2096233856,.57327199,.73308003
CZSK,USSR,1978,3364460000.000001,4928561664,2570267392,.52150458,.68264544
CZSK,USSR,1979,3501740000.000001,5346888192,2524699904,.47218117,.65491176
CZSK,USSR,1980,3889490000.000001,5967267840,2567685376,.43029499,.65180415
CZSK,USSR,1981,4515280000,6269427712,3119926272,.49764132,.72020608
CZSK,USSR,1982,5205090000,7181385728,4110961408,.57244682,.72480303
CZSK,USSR,1983,5962440000.000001,8020565504,5291364352,.65972459,.74339396
CZSK,USSR,1984,6626510000.000001,8138706432,6118733824,.75180668,.81419694
CZSK,USSR,1985,7295310000.000001,8734266368,6806141952,.77924597,.83525163
CZSK,USSR,1986,7212040000.000001,10273626112,7008640512,.68219733,.70199555
CZSK,USSR,1987,7598140000.000001,12011222016,7349984768,.6119265,.63258678
CZSK,USSR,1988,7499030000.000001,12337439744,6935740416,.56217015,.60782707
DAHM,USSR,1965,0,0,0,.35714298,.89999998
DAHM,USSR,1966,0,0,0,.35714298,.89999998
DAHM,USSR,1967,0,0,0,.36210334,.89999998
DAHM,USSR,1968,0,0,0,.41666698,.89999998
DAHM,USSR,1969,0,0,0,.41666698,.89999998
DAHM,USSR,1970,0,0,0,.41666698,.89999998
DAHM,USSR,1971,990000.0000000001,1106716,454772,.41092023,.89453846
DAHM,USSR,1972,0,0,0,.40039048,.82341665
DAHM,USSR,1973,2310000,3114774.8,1271360.5,.40817094,.74162668
DNK,USSR,1950,1870000,1971014.5,703934,.35714298,.94875002
DNK,USSR,1951,440000.0000000001,488888.91,174603.25,.35714298,.89999998
DNK,USSR,1952,15510000,17233334,6154764.5,.35714298,.89999998
DNK,USSR,1953,24530000,27255556,9734131,.35714298,.89999998
DNK,USSR,1954,25190000,27988890,9996036,.35714298,.89999998
DNK,USSR,1955,9790000,10877778,3884922,.35714298,.89999998
DNK,USSR,1956,6336000.000000002,7040000,2514286.5,.35714298,.89999998
DNK,USSR,1957,11261250,12512500,4468751.5,.35714298,.89999998
DNK,USSR,1958,14107500,15675000,5598216.5,.35714298,.89999998
DNK,USSR,1959,13092750,14547500,5195537.5,.35714298,.89999998
DNK,USSR,1960,17490000,19433334,6940479,.35714298,.89999998
DNK,USSR,1961,5280000,5866667,2095239,.35714298,.89999998
DNK,USSR,1962,24090000,26766668,9559528,.35714298,.89999998
DNK,USSR,1963,31680000,35200000,12571433,.35714298,.89999998
